ICSD/MP_ID,formula,sources,MinMass(F1),AverMass(F2),MaxMass(F3),MinPeriodNum(F4),AverPeriodNum(F5),MaxPeriodNum(F6),MinGroupNum(F7),AverGroupNum(F8),MaxGroupNum(F9),MinRaduis(F10),AverRaduis(F11),MaxRaduis(F12),MinEleNegativity(F13),AverEleNegativity(F14),MaxEleNegativity(F15),AverSValenceEleNum(F16),AverPValenceEleNum(F17),AverDValenceEleNum(F18),AverFValenceEleNum(F19),AverSUnfilledState(F20),AverPUnfilledState(F21),AverDUnfilledState(F22),AverFUnfilledState(F23),MinIonizationEner(F24),AverIonizationEner(F25),MaxIonizationEner(F26),MinEleAffinity(F27),AverEleAffinity(F28),MaxEleAffinity(F29),MinMeltingPoint(F30),AverMeltingPoint(F31),MaxMeltingPoint(F32),MinBoilingPoint(F33),AverBoilingPoint(F34),MaxBoilingPoint(F35),MinDensity(F36),AverDensity(F37),MaxDensity(F38),NegaMinGap(SN1),NegaAverGap(SN2),NegaMaxGap(SN3),MinNegaDipoleTotal(SN4),AverNegaDipoleTotal(SN5),MaxNegaDipoleTotal(SN6),MinNegaAnisoQuadrupole(SN7),AverNegaAnisoQuadrupole(SN8),MaxNegaAnisoQuadrupole(SN9),MinNegaAnisoPolar(SN10),AverNegaAnisoPolar(SN11),MaxNegaAnisoPolar(SN12),MinNegaTotalHyperPolar(SN13),AverNegaTotalHyperPolar(SN14),MaxNegaTotalHyperPolar(SN15),TotalNegaCharge(SN16),TotalNegaMultiplicity(SN17),MinNegaFlexibility(SN18),TotalNegaFlexibility(SN19),AverNegaFlexibility(SN20),MaxNegaFlexibility(SN21),AverNegaCharge(SN22),PosiMinGap(SP1),PosiAverGap(SP2),PosiMaxGap(SP3),MinPosiDipoleTotal(SP4),AverPosiDipoleTotal(SP5),MaxPosiDipoleTotal(SP6),MinPosiAnisoQuadrupole(SP7),AverPosiAnisoQuadrupole(SP8),MaxPosiAnisoQuadrupole(SP9),MinPosiAnisoPolar(SP10),AverPosiAnisoPolar(SP11),MaxPosiAnisoPolar(SP12),MinPosiTotalHyperPolar(SP13),AverPosiTotalHyperPolar(SP14),MaxPosiTotalHyperPolar(SP15),TotalPosiCharge(SP16),TotalPosiMultiplicity(SP17),MinPosiFlexibility(SP18),TotalPosiFlexibility(SP19),AverPosiFlexibility(SP20),MaxPosiFlexibility(SP21),Eg_PBE(eV),Eg_EXP(eV),delta_n,d_ij(pm/V)
14174,Ba2ZnGe2S6O,ICSD,15.999,57.812,137.33,2,3.667,6,2,13,16,139,194.083,268,0.89,2.198,3.44,2,2.667,2.5,0,0,1.833,0,0,5.212,9.283,13.618,-0.48,1.313,2.077,54.36,625,1211.4,90.2,1344.058,3106,0.001,3.119,7.134,5.743,6.455,7.168,16.367,24.256,32.145,27.884,51.148,53.783,0,0.118,0.235,0,83.081,166.162,-6,2,0,0.046,0.023,0.046,-3,7.437,8.072,8.706,5.733,7.011,8.29,15.242,19.958,25.893,18.888,38.474,58.06,1934.71,6594.455,11254.2,0,2,0.046,0.281,0.14,0.234,2.396,,0.105,7.678
14344,LiIO3,ICSD,6.938,36.368,126.905,2,2.6,5,1,13.2,17,152,167.2,198,0.98,2.792,3.44,1.8,3.4,2,0,0.2,1.4,0,0,5.392,11.339,13.618,0.618,1.612,3.059,54.36,200.716,453.65,90.2,468.63,1615,0.001,1.094,4.93,6.831,6.831,6.831,2.989,2.989,2.989,19.659,22.648,19.659,42.618,42.618,42.618,2.839,2.839,2.839,-1,1,0.138,0.138,0.138,0.138,-1,7.792,7.792,7.792,0.002,0.002,0.002,24.519,24.522,24.519,5.274,5.274,5.274,8.625,8.625,8.625,0,1,0.057,0.057,0.057,0.057,3.69,4.185,0.14,
15564,NaIO3,ICSD,15.999,39.578,126.905,2,2.8,5,1,13.2,17,152,176.2,227,0.93,2.782,3.44,1.8,3.4,2,0,0.2,1.4,0,0,5.139,11.289,13.618,0.548,1.598,3.059,54.36,184.176,386.85,90.2,376.83,1156,0.001,1.181,4.93,6.831,6.831,6.831,2.989,2.989,2.989,19.659,22.648,19.659,42.618,42.618,42.618,2.839,2.839,2.839,-1,1,0.138,0.138,0.138,0.138,-1,6.246,6.246,6.246,1.865,1.865,1.865,30.739,32.604,30.739,77.998,77.998,77.998,9284.889,9284.889,9284.889,0,1,0.083,0.083,0.083,0.083,3.7,,0.215,
15674,BaGeGe3O9,ICSD,15.999,40.846,137.33,2,2.857,6,2,14.429,16,152,177.143,268,0.89,2.849,3.44,2,3.143,2.857,0,0,2.429,0,0,5.212,11.384,13.618,-0.48,1.291,1.461,54.36,452.489,1211.4,90.2,1100.414,3106,0.001,1.78,5.323,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,7.437,7.437,7.437,8.29,8.29,8.29,25.893,34.183,25.893,58.06,58.06,58.06,11254.2,11254.2,11254.2,0,1,0.234,0.234,0.234,0.234,3.357,,0.009,0.514
16178,K(Be2(BO3)F2),ICSD,9.012,17.103,39.098,2,2.222,4,1,11.111,17,135,166.556,275,0.82,2.698,3.98,1.889,2.556,0,0,0.111,1.444,0,0,4.341,11.887,17.423,0.277,1.4,3.339,53.53,674.963,2348,85.03,1248.184,4273,0.001,0.774,2.37,4.813,8.852,15.161,10.202,22.191,35.678,21.668,29.414,103.947,0,94.124,277.72,0,55.19,165.56,-6,3,0,0.133,0.044,0.07,-2,5.294,5.294,5.294,2.639,2.639,2.639,34.753,37.392,34.753,230.047,230.047,230.047,30942.76,30942.76,30942.76,0,1,0.094,0.094,0.094,0.094,6.216,,0.073,1.178
18001,Ca2(B5O9Br),ICSD,10.81,21.065,79.9,2,2.353,4,2,13.529,17,152,174.882,231,1,2.713,3.44,2,2.706,0.588,0,0,2.588,0,0,6.113,11.064,13.618,-1.39,0.889,3.365,54.36,866.188,2348,90.2,1530.75,4273,0.001,1.062,3.11,4.813,7.389,9.964,12.102,23.89,35.678,30.492,39.136,103.947,0,138.86,277.72,0,82.78,165.56,-4,2,0,0.07,0.035,0.07,-2,7.107,7.107,7.107,8.746,8.746,8.746,25.832,34.578,25.832,60.506,60.506,60.506,14179.8,14179.8,14179.8,0,1,0.137,0.137,0.137,0.137,5.542,,0.012,1.198
18211,K(B5O8)(H2O)4,ICSD,1.008,11.277,39.098,1,1.769,4,1,10.231,16,120,154.577,275,0.82,2.688,3.44,1.654,2.038,0,0,0.346,1.885,0,0,4.341,12.232,13.618,0.277,0.979,1.461,13.81,493.82,2348,20.28,909.294,4273,0,0.491,2.37,4.813,10.324,15.835,1.873,18.775,35.678,8.466,70.749,103.947,0.553,139.137,277.72,82.576,124.068,165.56,-3,2,0,0.07,0.035,0.07,-1.5,5.294,5.294,5.294,2.639,2.639,2.639,34.753,37.392,34.753,230.047,230.047,230.047,30942.76,30942.76,30942.76,0,1,0.094,0.094,0.094,0.094,5.63,7.515,0.065,0.5325
19014,Pb5Ge3O11,ICSD,15.999,75.257,207.2,2,3.368,6,14,15.158,16,152,174.474,211,2.01,2.922,3.44,2,3.158,4.211,3.684,0,2.842,0,0,7.417,11.083,13.618,0.36,1.154,1.461,54.36,380.801,1211.4,90.2,1074.747,3106,0.001,3.826,11.342,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,10.163,10.163,10.163,4.781,4.781,4.781,17.622,22.402,17.622,23.084,23.084,23.084,1398.39,1398.39,1398.39,0,1,0.061,0.061,0.061,0.061,2.549,,0.033,1.952
19024,Li2CaGeO4,ICSD,6.938,23.823,72.63,2,2.5,4,1,10.25,16,152,176.75,231,0.98,2.341,3.44,1.75,2.25,1.25,0,0.25,1.5,0,0,5.392,9.909,13.618,-1.39,0.88,1.461,54.36,431.393,1211.4,90.2,1056.725,3106,0.001,0.992,5.323,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,7.107,7.45,7.792,0.002,4.374,8.746,24.519,17.29,25.832,5.274,32.89,60.506,8.625,7094.213,14179.8,0,2,0.057,0.194,0.097,0.137,4.366,,0.006,1.697
20031,Li2CdGeO4,ICSD,6.938,32.864,112.41,2,2.625,5,1,11.5,16,152,167.625,211,0.98,2.428,3.44,1.75,2.25,2.5,0,0.25,1.5,0,0,5.392,10.269,13.618,0.27,1.088,1.461,54.36,366.295,1211.4,90.2,967.1,3106,0.001,1.886,8.69,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,7.792,8.001,8.21,0.002,2.985,5.967,15.344,10.656,24.519,5.274,15.099,24.923,8.625,1047.918,2087.21,0,2,0.057,0.116,0.058,0.058,2.902,,0.023,1.4425
20155,Li3(B5O8(OH)2),ICSD,1.008,11.844,15.999,1,1.9,2,1,11.5,16,120,163.3,192,0.98,2.597,3.44,1.75,2.25,0,0,0.25,2.25,0,0,5.392,11.052,13.618,0.277,0.968,1.461,13.81,683.609,2348,20.28,1357.628,4273,0,0.673,2.37,4.813,7.595,10.377,12.534,24.106,35.678,30.445,76.08,103.947,4.326,141.023,277.72,165.56,374.672,583.784,-4,2,0,0.07,0.035,0.07,-2,7.792,7.792,7.792,0.002,0.002,0.002,24.519,24.522,24.519,5.274,5.274,5.274,8.625,8.625,8.625,0,1,0.057,0.057,0.057,0.057,5.89,,0.028,0
20662,Mg(B2O(OH)6),ICSD,1.008,10.248,24.305,1,1.688,3,1,9.125,16,120,146.313,192,1.31,2.667,3.44,1.625,1.875,0,0,0.375,1.5,0,0,7.646,12.572,13.618,-0.22,0.943,1.461,13.81,380.149,2348,20.28,666.38,4273,0,0.406,2.37,4.813,7.595,10.377,12.534,24.106,35.678,30.445,76.08,103.947,4.326,141.023,277.72,165.56,374.672,583.784,-4,2,0,0.07,0.035,0.07,-2,7.365,7.365,7.365,7.483,7.483,7.483,20.318,27.8,20.318,25.35,25.35,25.35,4843.68,4843.68,4843.68,0,1,0.083,0.083,0.083,0.083,5.649,,0.006,0.173
20970,KTiOPO4,ICSD,15.999,24.742,47.87,2,2.625,4,1,12.5,16,152,175.25,275,0.82,2.719,3.44,1.875,2.875,0.25,0,0.125,1.625,1,0,4.341,11.218,13.618,0.079,1.079,1.461,54.36,358.329,1941,90.2,699.581,3560,0.001,0.902,4.5,2.004,4.357,6.71,19.001,26.566,34.131,25.055,39.094,96.002,0.018,274.425,548.832,39.27,164033.097,328026.924,-7,2,0.064,0.172,0.086,0.107,-3.5,5.294,5.294,5.294,2.639,2.639,2.639,34.753,37.392,34.753,230.047,230.047,230.047,30942.76,30942.76,30942.76,0,1,0.094,0.094,0.094,0.094,2.98,3.67,0.092,
22009,Mg3(B7O13Cl),ICSD,10.81,16.334,35.45,2,2.167,3,2,13.417,17,152,167.25,192,1.31,2.754,3.44,2,2.667,0,0,0,2.583,0,0,7.646,11.293,13.618,-0.22,0.995,3.617,54.36,836.805,2348,90.2,1475.488,4273,0.001,0.91,2.37,4.813,8.041,11.269,3.625,19.652,35.678,2.735,21.019,103.947,0,138.86,277.72,0,82.78,165.56,-4,2,0,0.07,0.035,0.07,-2,7.365,7.365,7.365,7.483,7.483,7.483,20.318,27.8,20.318,25.35,25.35,25.35,4843.68,4843.68,4843.68,0,1,0.083,0.083,0.083,0.083,5.93,,0,0.776
23240,CaB2O4,ICSD,10.81,17.957,40.08,2,2.286,4,2,13.143,16,152,174.714,231,1,2.691,3.44,2,2.571,0,0,0,2.571,0,0,6.113,11.026,13.618,-1.39,0.715,1.461,54.36,861.206,2348,90.2,1523.4,4273,0.001,0.898,2.37,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,7.107,7.107,7.107,8.746,8.746,8.746,25.832,34.578,25.832,60.506,60.506,60.506,14179.8,14179.8,14179.8,0,1,0.137,0.137,0.137,0.137,5.665,7.34,0.032,0.511
23781,Na2(GeO3),ICSD,15.999,27.768,72.63,2,2.667,4,1,10.667,16,152,186.833,227,0.93,2.365,3.44,1.667,2.333,1.667,0,0.333,1.667,0,0,5.139,9.839,13.618,0.548,1.138,1.461,54.36,352.73,1211.4,90.2,948.1,3106,0.001,1.211,5.323,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,6.246,6.246,6.246,1.865,1.865,1.865,30.739,32.604,30.739,77.998,77.998,77.998,9284.889,9284.889,9284.889,0,1,0.083,0.083,0.083,0.083,3.059,,0.035,0.982
23925,Ba(GeO3),ICSD,15.999,51.591,137.33,2,3.2,6,2,12.8,16,152,187,268,0.89,2.644,3.44,2,2.8,2,0,0,2,0,0,5.212,10.793,13.618,-0.48,1.051,1.461,54.36,474.896,1211.4,90.2,1109.32,3106,0.001,1.789,5.323,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,7.437,7.437,7.437,8.29,8.29,8.29,25.893,34.183,25.893,58.06,58.06,58.06,11254.2,11254.2,11254.2,0,1,0.234,0.234,0.234,0.234,3.779,,0.027,0.626
26203,BaB8O13,ICSD,10.81,19.627,137.33,2,2.182,6,2,14.273,16,152,171.818,268,0.89,2.815,3.44,2,2.727,0,0,0,3,0,0,5.212,11.301,13.618,-0.48,0.942,1.461,54.36,931.395,2348,90.2,1705.755,4273,0.001,1.027,3.62,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,7.437,7.437,7.437,8.29,8.29,8.29,25.893,34.183,25.893,58.06,58.06,58.06,11254.2,11254.2,11254.2,0,1,0.234,0.234,0.234,0.234,4.017,,0.079,0
27103,Ge3Zn2O8,ICSD,15.999,36.668,72.63,2,2.769,4,12,14.923,16,139,163.615,211,1.65,2.835,3.44,2,2.923,3.846,0,0,2.154,0,0,7.9,11.649,13.618,0.09,1.224,1.461,54.36,419.572,1211.4,90.2,953.815,3106,0.001,2.327,7.134,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,8.706,8.706,8.706,5.733,5.733,5.733,15.242,20.975,15.242,18.888,18.888,18.888,1934.71,1934.71,1934.71,0,1,0.046,0.046,0.046,0.046,2.295,,0,0
27647,CaAlBO4,ICSD,10.81,20.267,40.08,2,2.429,4,2,13.143,16,152,173.571,231,1,2.63,3.44,2,2.571,0,0,0,2.571,0,0,5.986,10.696,13.618,-1.39,0.739,1.461,54.36,659.125,2348,90.2,1311.829,4273,0.001,0.945,2.7,4.813,7.55,10.286,35.678,35.679,35.68,103.947,87.652,109.396,78.199,177.959,277.72,22.985,94.273,165.56,-6,2,0.07,0.143,0.072,0.073,-3,7.107,7.107,7.107,8.746,8.746,8.746,25.832,34.578,25.832,60.506,60.506,60.506,14179.8,14179.8,14179.8,0,1,0.137,0.137,0.137,0.137,4.861,,0.046,0.8565
27910,Sr3Ge2Se3O4,ICSD,15.999,59.081,87.6,2,3.583,5,2,12.167,16,152,195.583,249,0.95,2.357,3.44,2,2.667,4.167,0,0,1.833,0,0,5.695,9.718,13.618,-1.51,0.84,2.021,54.36,605.933,1211.4,90.2,1200.983,3106,0.001,2.75,5.323,6.489,7.949,9.409,23.588,23.896,24.204,57.92,52.856,60.983,0,0,0,0.00E+00,0.00E+00,0.00E+00,-4,2,0,0,0,0,-2,7.099,10.12,13.142,0,4.389,8.778,12.964,10.871,26.848,22.695,63.954,105.214,0,8927.5,17855,0,2,0.066,0.233,0.117,0.167,2,2.96,,
27929,KIO2F2,ICSD,15.999,39.333,126.905,2,2.833,5,1,14,17,135,174.5,275,0.82,3.053,3.98,1.833,3.833,1.667,0,0.167,1.167,0,0,4.341,12.812,17.423,0.501,2.193,3.339,53.53,156.527,386.85,85.03,306.668,1032,0.001,0.971,4.93,6.831,10.996,15.161,2.989,6.595,10.202,19.659,16.425,21.668,0,21.309,42.618,0,1.42,2.839,-2,2,0,0.138,0.069,0.138,-1,5.294,5.294,5.294,2.639,2.639,2.639,34.753,37.392,34.753,230.047,230.047,230.047,30942.76,30942.76,30942.76,0,1,0.094,0.094,0.094,0.094,4.16,,0.031,1.27
28106,Li(BGeO4),ICSD,6.938,22.053,72.63,2,2.286,4,1,13.143,16,152,170.429,211,0.98,2.684,3.44,1.857,2.714,1.429,0,0.143,2.429,0,0,5.392,10.866,13.618,0.277,1.156,1.461,54.36,604.356,2348,90.2,1336.4,4273,0.001,1.176,5.323,4.813,5.278,5.743,32.145,33.912,35.678,53.783,60.803,103.947,0.235,138.978,277.72,165.56,165.861,166.162,-7,2,0.046,0.116,0.058,0.07,-3.5,7.792,7.792,7.792,0.002,0.002,0.002,24.519,24.522,24.519,5.274,5.274,5.274,8.625,8.625,8.625,0,1,0.057,0.057,0.057,0.057,2.73,,0.116,1.906
28178,Li2Ge2O5,ICSD,6.938,26.57,72.63,2,2.444,4,1,12.222,16,152,171.778,211,0.98,2.576,3.44,1.778,2.667,2.222,0,0.222,2,0,0,5.392,10.519,13.618,0.618,1.249,1.461,54.36,400.211,1211.4,90.2,1099.222,3106,0.001,1.302,5.323,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,7.792,7.792,7.792,0.002,0.002,0.002,24.519,24.522,24.519,5.274,5.274,5.274,8.625,8.625,8.625,0,1,0.057,0.057,0.057,0.057,3.211,,0.017,2.4635
28213,NaY(GeO4),ICSD,15.999,35.503,88.906,2,2.857,5,1,11.714,16,152,180.714,227,0.93,2.56,3.44,1.857,2.571,1.571,0,0.143,1.714,1.286,0,5.139,10.533,13.618,0.307,1.15,1.461,54.36,513.541,1795,90.2,1177.257,3618,0.001,1.538,5.323,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,6.246,7.293,8.339,0.019,0.942,1.865,30.739,25.21,48.536,24.97,51.484,77.998,15.69,4650.29,9284.889,0,2,0.083,0.179,0.09,0.096,3.918,,0.036,0.043
28427,Ca(B3O4(OH)3)(H2O),ICSD,1.008,12.091,40.08,1,1.824,4,1,10.235,16,120,154.294,231,1,2.685,3.44,1.706,2.059,0,0,0.294,1.824,0,0,6.113,12.232,13.618,-1.39,0.876,1.461,13.81,509.584,2348,20.28,905.824,4273,0,0.51,2.37,4.813,10.342,15.835,1.873,16.695,35.678,8.466,51.344,103.947,0.553,94.2,277.72,82.576,277.307,583.784,-4,3,0,0.07,0.023,0.07,-1.333,7.107,7.107,7.107,8.746,8.746,8.746,25.832,34.578,25.832,60.506,60.506,60.506,14179.8,14179.8,14179.8,0,1,0.137,0.137,0.137,0.137,4.615,,0.036,0.1565
28603,Sr(GeO3),ICSD,15.999,41.645,87.6,2,3,5,2,12.8,16,152,183.2,249,0.95,2.656,3.44,2,2.8,2,0,0,2,0,0,5.695,10.89,13.618,-1.51,0.845,1.461,54.36,484.896,1211.4,90.2,1006.32,3106,0.001,1.593,5.323,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,7.099,7.099,7.099,8.778,8.778,8.778,26.848,35.626,26.848,73.184,73.184,73.184,17561.2,17561.2,17561.2,0,1,0.167,0.167,0.167,0.167,3.078,,0.139,1.4385
29263,Zr3GeO8,ICSD,15.999,39.524,91.22,2,2.917,5,4,12.833,16,152,165.417,211,1.33,2.793,3.44,2,2.833,1.333,0,0,1.667,2,0,6.634,11.396,13.618,0.426,1.193,1.461,54.36,669.19,2128,90.2,1489.467,4682,0.001,2.075,6.52,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,9.27,9.27,9.27,0,0,0,31.675,31.675,31.675,34.944,34.944,34.944,0.01,0.01,0.01,0,1,0.3,0.3,0.3,0.3,3.9,,0.104,7.4515
29406,RbB5O6(OH)4(H2O)2,ICSD,1.008,13.06,85.468,1,1.808,5,1,10.231,16,120,155.654,303,0.82,2.688,3.44,1.654,2.038,0,0,0.346,1.885,0,0,4.177,12.226,13.618,0.277,0.978,1.461,13.81,492.895,2348,20.28,906.563,4273,0,0.515,2.37,4.813,10.342,15.835,1.873,16.695,35.678,8.466,51.344,103.947,0.553,94.2,277.72,82.576,277.307,583.784,-4,3,0,0.07,0.023,0.07,-1.333,5.014,5.014,5.014,4.599,4.599,4.599,33.92,38.519,33.92,303.357,303.357,303.357,60853.629,60853.629,60853.629,0,1,0.099,0.099,0.099,0.099,5.997,,0.051,0.1755
30320,Sr(H2GeO4),ICSD,1.008,28.28,87.6,1,2.375,5,1,10.25,16,120,163.5,249,0.95,2.64,3.44,1.75,2.25,1.25,0,0.25,1.5,0,0,5.695,11.908,13.618,-1.51,0.899,1.461,13.81,313.308,1211.4,20.28,645.295,3106,0,0.996,5.323,5.743,8.06,10.377,12.534,22.34,32.145,30.445,49.231,53.783,0.235,2.28,4.326,166.162,374.973,583.784,-5,2,0,0.046,0.023,0.046,-2.5,7.099,7.099,7.099,8.778,8.778,8.778,26.848,35.626,26.848,73.184,73.184,73.184,17561.2,17561.2,17561.2,0,1,0.167,0.167,0.167,0.167,4.389,,0.038,0.876
30674,BaY6(Si3B6O24)F2,ICSD,10.81,29.568,137.33,2,2.595,6,2,13.286,17,135,173.381,268,0.89,2.778,3.98,2,2.81,0.143,0,0,2.19,1.286,0,5.212,11.391,17.423,-0.48,1.165,3.339,53.53,769.779,2348,85.03,1487.259,4273,0.001,1.231,4.47,4.813,8.29,15.161,10.202,25.278,35.678,21.668,40.844,103.947,0,92.719,277.72,0,258.201,609.043,-8,3,0,0.145,0.048,0.075,-2.667,7.437,7.888,8.339,0.019,4.154,8.29,25.893,17.101,48.536,24.97,41.515,58.06,15.69,5634.945,11254.2,0,2,0.096,0.331,0.165,0.234,5.132,,0.004,2.505
30885,BaB2O4,ICSD,10.81,31.849,137.33,2,2.571,6,2,13.143,16,152,180,268,0.89,2.676,3.44,2,2.571,0,0,0,2.571,0,0,5.212,10.897,13.618,-0.48,0.845,1.461,54.36,844.777,2348,90.2,1582.4,4273,0.001,1.195,3.62,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,7.437,7.437,7.437,8.29,8.29,8.29,25.893,34.183,25.893,58.06,58.06,58.06,11254.2,11254.2,11254.2,0,1,0.234,0.234,0.234,0.234,4.79,6.443333333,0.1153,3.482
30910,NaKGeO3,ICSD,15.999,30.452,72.63,2,2.833,4,1,10.667,16,152,194.833,275,0.82,2.347,3.44,1.667,2.333,1.667,0,0.333,1.667,0,0,4.341,9.706,13.618,0.501,1.13,1.461,54.36,346.993,1211.4,90.2,927.433,3106,0.001,1.198,5.323,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,5.294,5.77,6.246,1.865,2.252,2.639,30.739,19.629,34.753,77.998,154.022,230.047,9284.889,20113.825,30942.76,0,2,0.083,0.177,0.089,0.094,3.142,,0.046,1.2325
33238,BaGa4S7,ICSD,32.07,53.392,137.33,3,3.583,6,2,13.833,16,180,189.667,268,0.89,2.183,2.58,2,2.667,3.333,0,0,2.833,0,0,5.212,8.477,10.36,-0.48,1.272,2.077,302.91,410.847,1000,717.75,1425.188,2477,2.067,3.477,5.91,7.168,7.168,7.168,16.367,16.367,16.367,27.884,44.251,27.884,0,0,0,0.00E+00,0.00E+00,0.00E+00,-2,1,0,0,0,0,-2,7.437,7.511,7.585,0.001,4.145,8.29,25.893,17.77,27.25,55.241,61.512,67.783,7.688,13378.194,26748.7,0,2,0.036,0.27,0.135,0.234,2.58,3.54,,
33937,NH4H2PO4,ICSD,1.008,9.585,30.974,1,1.583,3,1,8.333,16,120,138.583,180,2.19,2.683,3.44,1.5,1.833,0,0,0.5,1.167,0,0,10.487,13.423,14.534,-0.21,0.909,1.461,13.81,56.729,317.3,20.28,92.791,553.65,0,0.152,1.82,6.71,8.544,10.377,12.534,15.768,19.001,25.055,28.295,30.445,0.018,2.172,4.326,39.27,311.527,583.784,-4,2,0,0.107,0.054,0.107,-2,23.379,23.379,23.379,0.89,0.89,0.89,0.167,1.057,0.167,0.004,0.004,0.004,0.039,0.039,0.039,1,1,0,0,0,0,5.51,6.805,0.038,
34256,Li(BO2),ICSD,6.938,12.437,15.999,2,2,2,1,11.5,16,152,169.5,192,0.98,2.475,3.44,1.75,2.25,0,0,0.25,2.25,0,0,5.392,10.232,13.618,0.277,0.954,1.461,54.36,727.593,2348,90.2,1517.1,4273,0.001,0.727,2.37,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,7.792,7.792,7.792,0.002,0.002,0.002,24.519,24.522,24.519,5.274,5.274,5.274,8.625,8.625,8.625,0,1,0.057,0.057,0.057,0.057,7.18,7.56,0.004,0.941
34361,Li4Ge9O20,ICSD,6.938,30.346,72.63,2,2.545,4,1,13.636,16,152,171.727,211,0.98,2.752,3.44,1.879,2.97,2.727,0,0.121,2.303,0,0,5.392,11.061,13.618,0.618,1.329,1.461,54.36,418.315,1211.4,90.2,1097.515,3106,0.001,1.517,5.323,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,7.792,7.792,7.792,0.002,0.002,0.002,24.519,24.522,24.519,5.274,5.274,5.274,8.625,8.625,8.625,0,1,0.057,0.057,0.057,0.057,3.334,,0.043,1.609
34362,Li2ZnGeO4,ICSD,6.938,26.988,72.63,2,2.5,4,1,11.5,16,139,165.25,211,0.98,2.423,3.44,1.75,2.25,2.5,0,0.25,1.5,0,0,5.392,10.319,13.618,0.09,1.065,1.461,54.36,378.603,1211.4,90.2,984.6,3106,0.001,1.691,7.134,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,7.792,8.249,8.706,0.002,2.868,5.733,15.242,10.489,24.519,5.274,12.081,18.888,8.625,971.668,1934.71,0,2,0.046,0.104,0.052,0.057,3.208,,0.018,1.718
34580,K6Al4Si6BH4O24Cl,ICSD,1.008,20.55,39.098,1,2.413,4,1,12.174,17,120,176.978,275,0.82,2.594,3.44,1.783,2.565,0,0,0.217,2.13,0,0,4.341,10.9,13.618,0.277,1.197,3.617,13.81,429.445,2348,20.28,985.783,4273,0,0.707,2.7,4.813,8.328,11.269,3.625,23.494,35.68,2.735,24.041,109.396,0,72.136,277.72,0,276.274,609.043,-12,5,0,0.218,0.044,0.075,-2.4,5.294,5.294,5.294,2.639,2.639,2.639,34.753,37.392,34.753,230.047,230.047,230.047,30942.76,30942.76,30942.76,0,1,0.094,0.094,0.094,0.094,4.946,,0.003,0.0345
